user,user_code,problem_code,time,category
luanzito,156331,1190,2024-04-17 02:24:06,Range Queries
luanzito,156331,1680,2024-04-17 03:31:19,Graph Algorithms
luanzito,156331,1676,2024-04-17 03:53:01,Graph Algorithms
luanzito,156331,1139,2024-04-19 02:07:22,Tree Algorithms
luanzito,156331,2206,2024-04-20 22:52:13,Range Queries
luanzito,156331,1164,2024-04-25 00:28:42,Sorting and Searching
luanzito,156331,1749,2024-04-26 17:57:42,Range Queries
luanzito,156331,1196,2024-04-29 20:33:52,Graph Algorithms
luanzito,156331,1202,2024-04-29 21:11:44,Graph Algorithms
luanzito,156331,2195,2024-05-11 22:49:05,Geometry
luanzito,156331,1650,2024-05-12 06:37:46,Range Queries
luanzito,156331,1076,2024-05-13 22:01:27,Sliding Window Problems
luanzito,156331,1644,2024-05-13 22:34:53,Sorting and Searching
luanzito,156331,1132,2024-05-15 02:00:24,Tree Algorithms
luanzito,156331,1133,2024-05-15 02:50:22,Tree Algorithms
luanzito,156331,1628,2024-05-15 20:23:55,Advanced Techniques
luanzito,156331,1621,2024-05-16 19:28:21,Sorting and Searching
luanzito,156331,1083,2024-05-16 19:43:14,Introductory Problems
luanzito,156331,1640,2024-05-16 20:01:20,Sorting and Searching
luanzito,156331,1652,2024-05-17 04:03:32,Range Queries
luanzito,156331,1671,2024-05-22 03:47:10,Graph Algorithms
luanzito,156331,1642,2024-05-27 18:55:23,Sorting and Searching
luanzito,156331,1646,2024-06-05 01:02:54,Range Queries
luanzito,156331,1643,2024-06-05 01:05:13,Sorting and Searching
luanzito,156331,1073,2024-06-05 01:27:39,Sorting and Searching
luanzito,156331,1722,2024-06-05 02:51:47,Mathematics
luanzito,156331,1624,2024-06-11 20:55:04,Introductory Problems
luanzito,156331,1623,2024-06-11 21:04:24,Introductory Problems
luanzito,156331,1140,2024-06-23 21:26:09,Dynamic Programming
luanzito,156331,1085,2024-06-27 02:40:39,Sorting and Searching
luanzito,156331,2136,2024-06-27 03:30:09,Advanced Techniques
luanzito,156331,1194,2024-06-30 05:35:24,Graph Algorithms
luanzito,156331,1683,2024-07-08 19:45:14,Graph Algorithms
luanzito,156331,1686,2024-07-08 20:40:23,Graph Algorithms
luanzito,156331,1648,2024-07-14 20:21:00,Range Queries
luanzito,156331,1731,2024-07-15 01:13:33,String Algorithms
luanzito,156331,1634,2024-07-18 22:48:39,Dynamic Programming
luanzito,156331,1735,2024-07-23 04:04:26,Range Queries
luanzito,156331,2422,2024-07-23 04:45:45,Additional Problems I
luanzito,156331,2079,2024-07-24 23:31:19,Tree Algorithms
luanzito,156331,1746,2024-07-24 23:53:18,Dynamic Programming
luanzito,156331,1142,2024-07-25 00:44:19,Additional Problems I
luanzito,156331,1725,2024-07-25 03:48:27,Mathematics
luanzito,156331,1147,2024-07-25 04:43:08,Additional Problems I
luanzito,156331,2111,2024-07-25 16:34:11,Advanced Techniques
luanzito,156331,2112,2024-07-25 16:49:21,Advanced Techniques
luanzito,156331,1188,2024-07-25 18:51:46,Additional Problems I
luanzito,156331,1160,2024-07-29 17:28:18,Graph Algorithms
luanzito,156331,1682,2024-07-29 18:51:03,Graph Algorithms
luanzito,156331,1684,2024-07-30 00:43:51,Graph Algorithms
luanzito,156331,2076,2024-07-30 20:32:04,Advanced Techniques
luanzito,156331,2077,2024-07-30 21:03:39,Advanced Techniques
luanzito,156331,2177,2024-07-30 23:34:34,Advanced Graph Problems
luanzito,156331,1736,2024-08-05 16:52:59,Range Queries
luanzito,156331,1691,2024-08-07 21:41:21,Graph Algorithms
luanzito,156331,1693,2024-08-07 22:01:15,Graph Algorithms
luanzito,156331,1136,2024-08-10 21:23:40,Tree Algorithms
luanzito,156331,1637,2024-08-28 19:34:57,Dynamic Programming
luanzito,156331,1093,2024-09-02 05:39:48,Dynamic Programming
luanzito,156331,1092,2024-09-05 00:17:45,Introductory Problems
luanzito,156331,1754,2024-09-05 00:31:47,Introductory Problems
luanzito,156331,2417,2024-09-05 01:25:19,Mathematics
luanzito,156331,1641,2024-09-09 00:10:00,Sorting and Searching
luanzito,156331,1632,2024-09-09 00:46:49,Sorting and Searching
luanzito,156331,1161,2024-09-09 01:19:05,Additional Problems II
luanzito,156331,1744,2024-09-18 03:21:47,Dynamic Programming
luanzito,156331,1740,2024-10-14 02:10:37,Geometry
luanzito,156331,2168,2024-10-27 19:41:11,Sorting and Searching
luanzito,156331,2169,2024-10-27 19:45:06,Sorting and Searching
luanzito,156331,2191,2024-10-27 21:31:11,Geometry
luanzito,156331,2138,2024-10-27 21:48:31,Advanced Techniques
luanzito,156331,2143,2024-10-27 22:08:04,Advanced Techniques
luanzito,156331,1077,2024-10-28 00:35:39,Sliding Window Problems
luanzito,156331,2214,2024-11-17 17:49:58,Construction Problems
luanzito,156331,1130,2024-11-30 00:54:08,Tree Algorithms
luanzito,156331,1087,2024-12-02 03:06:25,Additional Problems I
luanzito,156331,1723,2024-12-08 22:40:38,Mathematics
luanzito,156331,1724,2024-12-08 22:53:45,Mathematics
luanzito,156331,1733,2024-12-09 23:10:25,String Algorithms
luanzito,156331,2420,2024-12-10 00:27:10,String Algorithms
luanzito,156331,1111,2024-12-10 00:54:00,String Algorithms
luanzito,156331,2162,2024-12-13 00:56:44,Sorting and Searching
luanzito,156331,2163,2024-12-13 00:57:54,Sorting and Searching
luanzito,156331,2134,2024-12-13 02:13:24,Tree Algorithms
luanzito,156331,1655,2024-12-21 21:53:46,Bitwise Operations
luanzito,156331,2102,2024-12-29 21:48:07,String Algorithms
luanzito,156331,2103,2024-12-29 21:54:22,String Algorithms
luanzito,156331,2104,2024-12-29 22:10:04,String Algorithms
luanzito,156331,1729,2025-01-02 21:39:26,Mathematics
luanzito,156331,1730,2025-01-02 21:57:11,Mathematics
luanzito,156331,2101,2025-01-02 22:26:50,Advanced Techniques
luanzito,156331,1098,2025-01-02 22:51:38,Mathematics
luanzito,156331,2106,2025-01-03 16:49:45,String Algorithms
luanzito,156331,1741,2025-01-08 00:33:32,Geometry
luanzito,156331,2113,2025-01-15 01:51:02,Advanced Techniques
luanzito,156331,1647,2025-01-24 02:40:14,Range Queries
luanzito,156331,1694,2025-01-30 21:39:45,Graph Algorithms
luanzito,156331,1695,2025-01-30 21:44:44,Graph Algorithms
luanzito,156331,1112,2025-01-31 03:42:05,String Algorithms
luanzito,156331,1717,2025-01-31 03:54:06,Mathematics
luanzito,156331,1706,2025-02-05 22:05:40,Additional Problems II
luanzito,156331,1159,2025-02-05 22:44:27,Additional Problems II
luanzito,156331,1191,2025-02-06 15:47:49,Additional Problems I
luanzito,156331,1739,2025-04-18 20:47:27,Range Queries
luanzito,156331,1071,2025-04-18 21:02:47,Introductory Problems
luanzito,156331,1748,2025-04-19 23:03:23,Dynamic Programming
luanzito,156331,2137,2025-04-20 06:33:48,Advanced Techniques
luanzito,156331,2416,2025-04-22 03:23:33,Range Queries
luanzito,156331,3420,2025-05-12 23:29:03,Sorting and Searching
luanzito,156331,3403,2025-05-13 00:34:47,Dynamic Programming
luanzito,156331,3304,2025-05-13 01:12:06,Range Queries
luanzito,156331,3163,2025-05-16 04:56:38,Range Queries
luanzito,156331,3314,2025-05-18 06:04:53,Dynamic Programming
luanzito,156331,3303,2025-08-04 00:24:15,Advanced Graph Problems
luanzito,156331,3311,2025-08-04 00:45:05,Introductory Problems
luanzito,156331,2431,2025-08-04 01:33:28,Introductory Problems
luanzito,156331,1673,2025-08-04 01:47:31,Graph Algorithms
luanzito,156331,3419,2025-08-04 01:51:56,Introductory Problems
luanzito,156331,1197,2025-08-11 19:15:29,Graph Algorithms
luanzito,156331,2220,2025-08-22 22:03:14,Dynamic Programming
luanzito,156331,1146,2025-08-29 21:52:58,Bitwise Operations
luanzito,156331,3308,2025-09-01 04:06:41,Advanced Graph Problems
luanzito,156331,3112,2025-09-18 19:51:21,Interactive Problems
luanzito,156331,3161,2025-09-18 20:00:38,Additional Problems II
luanzito,156331,3404,2025-09-18 20:58:00,Additional Problems I
luanzito,156331,3158,2025-09-18 21:26:21,Advanced Graph Problems
luanzito,156331,3226,2025-11-10 03:27:50,Range Queries
luanzito,156331,2419,2025-11-20 20:04:07,Bitwise Operations
luanzito,156331,3194,2025-11-20 20:29:29,Bitwise Operations
luanzito,156331,1753,2026-01-26 17:26:51,String Algorithms
luanzito,156331,1732,2026-01-27 16:45:29,String Algorithms
luanzito,156331,2189,2026-01-28 23:58:57,Geometry
luanzito,156331,2190,2026-01-29 00:54:24,Geometry
luanzito,156331,2217,2026-02-02 03:10:01,Sorting and Searching
luanzito,156331,3421,2026-02-02 03:22:51,Sorting and Searching
luanzito,156331,3356,2026-02-02 04:57:49,Range Queries
luanzito,156331,2229,2026-02-07 19:58:18,Counting Problems
luanzito,156331,1743,2026-02-08 09:10:44,Introductory Problems
luanzito,156331,2413,2026-02-10 22:33:38,Dynamic Programming
luanzito,156331,3219,2026-02-11 20:22:20,Sliding Window Problems
luanzito,156331,3222,2026-02-11 20:26:18,Sliding Window Problems
luanzito,156331,3223,2026-02-11 20:36:20,Sliding Window Problems
luanzito,156331,1072,2026-02-20 01:33:33,Introductory Problems
luanzito,156331,2165,2026-02-20 01:59:11,Introductory Problems
luanzito,156331,1678,2026-02-20 02:18:01,Graph Algorithms
luanzito,156331,2205,2026-02-20 18:37:28,Introductory Problems
luanzito,156331,3220,2026-02-21 01:34:07,Sliding Window Problems
luanzito,156331,3426,2026-02-21 01:35:23,Sliding Window Problems
luanzito,156331,3405,2026-02-21 02:00:24,Sliding Window Problems
luanzito,156331,3221,2026-02-21 02:23:02,Sliding Window Problems
luanzito,156331,3224,2026-02-21 03:09:03,Sliding Window Problems
luanzito,156331,1692,2026-02-21 04:13:44,Graph Algorithms
luanzito,156331,3217,2026-02-21 21:56:46,Introductory Problems
luanzito,156331,1689,2026-02-21 22:19:57,Graph Algorithms
luanzito,156331,2181,2026-02-22 00:00:37,Dynamic Programming
luanzito,156331,1625,2026-02-22 01:22:43,Introductory Problems
luanzito,156331,1082,2026-02-22 19:29:54,Mathematics
luanzito,156331,3398,2026-02-22 20:19:35,Mathematics
luanzito,156331,3410,2026-02-22 20:42:15,Geometry
luanzito,156331,3411,2026-02-22 21:16:45,Geometry
luanzito,156331,1629,2026-02-22 22:31:33,Sorting and Searching
luanzito,156331,1664,2026-02-22 23:46:53,Range Queries
luanzito,156331,2184,2026-02-23 03:52:57,Range Queries
luanzito,156331,1737,2026-02-24 06:07:39,Range Queries
luanzito,156331,3407,2026-02-27 19:33:50,Advanced Graph Problems
luanzito,156331,3409,2026-02-27 19:35:23,Advanced Graph Problems
luanzito,156331,3359,2026-03-05 19:10:56,Dynamic Programming
luanzito,156331,1669,2026-03-19 01:25:40,Graph Algorithms
luanzito,156331,1756,2026-04-24 22:05:29,Advanced Graph Problems
luanzito,156331,3114,2026-04-24 22:59:27,Advanced Graph Problems
alejr,418122,1068,2026-03-31 22:54:12,Introductory Problems
alejr,418122,1083,2026-03-31 23:02:19,Introductory Problems
alejr,418122,1069,2026-03-31 23:10:02,Introductory Problems
alejr,418122,1094,2026-03-31 23:21:06,Introductory Problems
alejr,418122,1071,2026-04-01 01:05:46,Introductory Problems
alejr,418122,1633,2026-05-27 16:13:57,Dynamic Programming
alejr,418122,1634,2026-05-27 21:20:23,Dynamic Programming
alejr,418122,1635,2026-05-27 21:35:18,Dynamic Programming
lipe_ufam,241789,1640,2024-06-17 15:56:45,Sorting and Searching
lipe_ufam,241789,1641,2024-06-17 17:06:36,Sorting and Searching
lipe_ufam,241789,1660,2024-06-17 19:40:42,Sorting and Searching
lipe_ufam,241789,1643,2024-06-28 23:57:10,Sorting and Searching
lipe_ufam,241789,1633,2024-07-20 00:02:44,Dynamic Programming
lipe_ufam,241789,1090,2025-05-08 21:53:15,Sorting and Searching
lipe_ufam,241789,1629,2025-05-08 22:39:37,Sorting and Searching
lipe_ufam,241789,1646,2025-05-23 07:16:07,Range Queries
lipe_ufam,241789,1647,2025-05-23 07:29:27,Range Queries
lipe_ufam,241789,1648,2025-05-23 08:30:52,Range Queries
lipe_ufam,241789,1649,2025-05-23 08:34:31,Range Queries
lipe_ufam,241789,1650,2025-05-23 08:48:13,Range Queries
lipe_ufam,241789,1073,2025-05-26 09:26:49,Sorting and Searching
lipe_ufam,241789,1639,2025-05-27 09:08:28,Dynamic Programming
lipe_ufam,241789,1634,2025-05-28 19:37:11,Dynamic Programming
lipe_ufam,241789,1623,2025-05-31 07:54:56,Introductory Problems
lipe_ufam,241789,1068,2025-06-06 09:19:22,Introductory Problems
lipe_ufam,241789,1083,2025-06-06 09:27:21,Introductory Problems
lipe_ufam,241789,1635,2025-06-06 15:51:39,Dynamic Programming
lipe_ufam,241789,1636,2025-06-06 16:17:04,Dynamic Programming
lipe_ufam,241789,1069,2025-06-10 00:50:41,Introductory Problems
lipe_ufam,241789,1146,2025-06-12 06:38:27,Bitwise Operations
lipe_ufam,241789,1624,2025-06-18 21:21:26,Introductory Problems
lipe_ufam,241789,1713,2025-08-06 04:47:47,Mathematics
lipe_ufam,241789,1071,2025-08-14 05:33:41,Introductory Problems
lipe_ufam,241789,2431,2025-08-14 07:39:00,Introductory Problems
lipe_ufam,241789,1094,2025-08-14 18:24:15,Introductory Problems
lipe_ufam,241789,1070,2025-08-14 19:10:11,Introductory Problems
lipe_ufam,241789,1617,2025-08-14 19:20:15,Introductory Problems
lipe_ufam,241789,1618,2025-08-14 20:53:11,Introductory Problems
lipe_ufam,241789,1666,2025-08-24 05:09:42,Graph Algorithms
lipe_ufam,241789,1674,2025-08-24 21:33:50,Tree Algorithms
lipe_ufam,241789,1755,2025-08-26 00:12:38,Introductory Problems
lipe_ufam,241789,2205,2025-08-27 16:06:28,Introductory Problems
lipe_ufam,241789,1668,2025-08-28 19:33:33,Graph Algorithms
lipe_ufam,241789,1622,2025-09-20 09:12:35,Introductory Problems
lipe_ufam,241789,1092,2025-09-24 03:00:17,Introductory Problems
lipe_ufam,241789,1637,2025-10-15 08:39:25,Dynamic Programming
lipe_ufam,241789,1671,2025-10-19 09:18:17,Graph Algorithms
lipe_ufam,241789,1672,2025-10-19 17:29:39,Graph Algorithms
lipe_ufam,241789,1667,2025-11-22 02:24:51,Graph Algorithms
lipe_ufam,241789,1753,2025-11-24 22:59:34,String Algorithms
lipe_ufam,241789,1638,2025-12-02 22:47:34,Dynamic Programming
lipe_ufam,241789,1158,2025-12-02 23:34:34,Dynamic Programming
lipe_ufam,241789,1072,2025-12-04 20:05:40,Introductory Problems
lipe_ufam,241789,1669,2026-03-18 04:57:42,Graph Algorithms
lipe_ufam,241789,1621,2026-04-04 08:08:21,Sorting and Searching
rbk_mmm,255082,1652,2024-07-02 06:15:22,Range Queries
rbk_mmm,255082,1643,2024-07-02 07:34:44,Sorting and Searching
rbk_mmm,255082,1629,2024-07-02 08:10:14,Sorting and Searching
rbk_mmm,255082,1630,2024-07-02 08:24:28,Sorting and Searching
rbk_mmm,255082,1084,2024-07-02 08:50:11,Sorting and Searching
rbk_mmm,255082,1661,2024-07-02 15:59:42,Sorting and Searching
rbk_mmm,255082,2189,2024-08-08 22:41:53,Geometry
rbk_mmm,255082,1713,2025-01-22 01:04:49,Mathematics
rbk_mmm,255082,1068,2025-05-25 04:37:07,Introductory Problems
rbk_mmm,255082,1083,2025-05-25 04:41:13,Introductory Problems
rbk_mmm,255082,1069,2025-05-25 04:46:03,Introductory Problems
rbk_mmm,255082,1094,2025-05-25 04:52:20,Introductory Problems
rbk_mmm,255082,1070,2025-05-25 05:00:02,Introductory Problems
rbk_mmm,255082,1071,2025-06-09 04:25:15,Introductory Problems
rbk_mmm,255082,1072,2025-06-10 05:40:53,Introductory Problems
rbk_mmm,255082,1092,2025-06-10 05:59:56,Introductory Problems
rbk_mmm,255082,1617,2025-06-10 06:03:25,Introductory Problems
rbk_mmm,255082,1618,2025-06-10 08:12:04,Introductory Problems
rbk_mmm,255082,1754,2025-06-10 09:53:27,Introductory Problems
rbk_mmm,255082,1755,2025-06-10 10:15:12,Introductory Problems
rbk_mmm,255082,1633,2025-07-04 03:24:44,Dynamic Programming
rbk_mmm,255082,1651,2025-11-12 06:17:04,Range Queries
rbk_mmm,255082,1647,2026-01-21 00:31:31,Range Queries
rbk_mmm,255082,3221,2026-01-21 06:40:56,Sliding Window Problems
rbk_mmm,255082,1634,2026-02-15 00:28:14,Dynamic Programming
rbk_mmm,255082,1635,2026-02-15 00:49:18,Dynamic Programming
rbk_mmm,255082,1636,2026-02-15 03:44:06,Dynamic Programming
rbk_mmm,255082,1637,2026-02-16 22:17:06,Dynamic Programming
rbk_mmm,255082,1638,2026-02-17 05:23:21,Dynamic Programming
rbk_mmm,255082,1158,2026-02-17 05:39:27,Dynamic Programming
rbk_mmm,255082,1746,2026-02-17 06:55:26,Dynamic Programming
rbk_mmm,255082,2413,2026-02-22 18:21:48,Dynamic Programming
rbk_mmm,255082,1639,2026-02-22 18:49:28,Dynamic Programming
rbk_mmm,255082,3403,2026-02-22 19:36:45,Dynamic Programming
rbk_mmm,255082,1744,2026-02-22 20:50:58,Dynamic Programming
rbk_mmm,255082,1745,2026-02-23 02:22:11,Dynamic Programming
rbk_mmm,255082,1097,2026-02-23 03:41:05,Dynamic Programming
rbk_mmm,255082,3359,2026-02-23 18:26:44,Dynamic Programming
rbk_mmm,255082,2205,2026-02-27 23:03:37,Introductory Problems
rbk_mmm,255082,2165,2026-02-27 23:52:41,Introductory Problems
rbk_mmm,255082,1622,2026-02-28 00:47:47,Introductory Problems
rbk_mmm,255082,1623,2026-02-28 01:10:59,Introductory Problems
rbk_mmm,255082,1624,2026-03-01 00:51:54,Introductory Problems
rbk_mmm,255082,2431,2026-03-01 05:07:23,Introductory Problems
rbk_mmm,255082,1193,2026-04-08 15:17:04,Graph Algorithms
rbk_mmm,255082,1145,2026-05-06 02:23:01,Dynamic Programming
rbk_mmm,255082,1621,2026-05-26 06:10:59,Sorting and Searching
rbk_mmm,255082,1090,2026-05-26 06:48:52,Sorting and Searching
rbk_mmm,255082,1091,2026-05-26 07:01:02,Sorting and Searching
rbk_mmm,255082,1619,2026-05-26 07:07:05,Sorting and Searching
rbk_mmm,255082,1640,2026-05-26 07:15:05,Sorting and Searching
rbk_mmm,255082,1192,2026-05-26 07:36:23,Graph Algorithms
rbk_mmm,255082,1666,2026-05-26 22:30:02,Graph Algorithms
